Model_number,reps,fold,brier,slope,auc,Variables,Penalty,Model,Approach
14,4,4,0.131940507,0.984459985,0.786798712,B + C^2,ridge,Cox,Cox ridge
14,4,5,0.139046137,1.000171069,0.793940475,B + C^2,ridge,Cox,Cox ridge
14,4,6,0.140353354,0.987661863,0.789763095,B + C^2,ridge,Cox,Cox ridge
14,4,7,0.144351877,1.010497243,0.792643142,B + C^2,ridge,Cox,Cox ridge
14,4,8,0.146402156,1.015342615,0.78937885,B + C^2,ridge,Cox,Cox ridge
14,4,9,0.142868426,1.013652299,0.794934233,B + C^2,ridge,Cox,Cox ridge
14,4,10,0.139706718,1.024409287,0.797155651,B + C^2,ridge,Cox,Cox ridge
14,5,1,0.132192263,1.078289951,0.80410206,B + C^2,ridge,Cox,Cox ridge
14,5,2,0.13776827,1.049474684,0.799444364,B + C^2,ridge,Cox,Cox ridge
14,5,3,0.143758655,1.015078863,0.795142298,B + C^2,ridge,Cox,Cox ridge
14,5,4,0.139352618,1.01941648,0.794672197,B + C^2,ridge,Cox,Cox ridge
14,5,5,0.146032544,0.957130397,0.777737064,B + C^2,ridge,Cox,Cox ridge
14,5,6,0.138370574,0.983434969,0.788921032,B + C^2,ridge,Cox,Cox ridge
14,5,7,0.147719143,0.965879838,0.783428921,B + C^2,ridge,Cox,Cox ridge
14,5,8,0.132948363,1.012718072,0.804118671,B + C^2,ridge,Cox,Cox ridge
14,5,9,0.147020356,0.924480344,0.778407474,B + C^2,ridge,Cox,Cox ridge
14,5,10,0.142505832,0.999972047,0.787569147,B + C^2,ridge,Cox,Cox ridge
15,1,1,0.139874493,1.011927505,0.7911185,B + C^2,lasso,Cox,Cox lasso
15,1,2,0.139517173,0.997763399,0.795572565,B + C^2,lasso,Cox,Cox lasso
15,1,3,0.138127644,1.010216483,0.795922569,B + C^2,lasso,Cox,Cox lasso
15,1,4,0.133717527,1.041594864,0.799989926,B + C^2,lasso,Cox,Cox lasso
15,1,5,0.130995428,1.045200645,0.798406651,B + C^2,lasso,Cox,Cox lasso
15,1,6,0.143545895,1.031914996,0.790575368,B + C^2,lasso,Cox,Cox lasso
15,1,7,0.14795009,0.939996079,0.785940095,B + C^2,lasso,Cox,Cox lasso
15,1,8,0.143194862,0.973959205,0.782718484,B + C^2,lasso,Cox,Cox lasso
15,1,9,0.135311276,1.060606884,0.801958372,B + C^2,lasso,Cox,Cox lasso
15,1,10,0.148454793,0.930760295,0.779383339,B + C^2,lasso,Cox,Cox lasso
15,2,1,0.143661699,1.020724087,0.797701256,B + C^2,lasso,Cox,Cox lasso
15,2,2,0.138588785,0.967962343,0.782516212,B + C^2,lasso,Cox,Cox lasso
15,2,3,0.138718421,1.048616548,0.801493981,B + C^2,lasso,Cox,Cox lasso
15,2,4,0.142813058,0.956220898,0.780144106,B + C^2,lasso,Cox,Cox lasso
15,2,5,0.141941943,1.079517829,0.801183693,B + C^2,lasso,Cox,Cox lasso
15,2,6,0.133733276,1.010692545,0.794321781,B + C^2,lasso,Cox,Cox lasso
15,2,7,0.1398424,0.97985835,0.793415906,B + C^2,lasso,Cox,Cox lasso
15,2,8,0.140834604,0.99502039,0.790233674,B + C^2,lasso,Cox,Cox lasso
15,2,9,0.141446659,0.980105035,0.787714333,B + C^2,lasso,Cox,Cox lasso
15,2,10,0.142805496,0.983395635,0.788207909,B + C^2,lasso,Cox,Cox lasso
15,3,1,0.137904581,1.013714137,0.799432251,B + C^2,lasso,Cox,Cox lasso
15,3,2,0.142214457,0.940465374,0.776221492,B + C^2,lasso,Cox,Cox lasso
15,3,3,0.1404572,1.059428309,0.796057519,B + C^2,lasso,Cox,Cox lasso
15,3,4,0.141448932,0.977048264,0.78685057,B + C^2,lasso,Cox,Cox lasso
15,3,5,0.146758114,0.986438148,0.789743136,B + C^2,lasso,Cox,Cox lasso
15,3,6,0.144655523,0.9512299,0.782063408,B + C^2,lasso,Cox,Cox lasso
15,3,7,0.129390728,1.027572219,0.809955147,B + C^2,lasso,Cox,Cox lasso
15,3,8,0.132670466,1.094123899,0.803732223,B + C^2,lasso,Cox,Cox lasso
15,3,9,0.144888839,1.027471946,0.797906258,B + C^2,lasso,Cox,Cox lasso
15,3,10,0.146400684,0.96087346,0.779589669,B + C^2,lasso,Cox,Cox lasso
15,4,1,0.145142832,0.956094371,0.783741637,B + C^2,lasso,Cox,Cox lasso
15,4,2,0.138687709,1.00416923,0.787479881,B + C^2,lasso,Cox,Cox lasso
15,4,3,0.13496588,1.033445765,0.801283435,B + C^2,lasso,Cox,Cox lasso
15,4,4,0.131941326,0.984160324,0.786780603,B + C^2,lasso,Cox,Cox lasso
15,4,5,0.139035339,0.999954312,0.793954509,B + C^2,lasso,Cox,Cox lasso
15,4,6,0.140343895,0.987492651,0.789816847,B + C^2,lasso,Cox,Cox lasso
15,4,7,0.144353887,1.009896402,0.792634494,B + C^2,lasso,Cox,Cox lasso
15,4,8,0.146398028,1.01511036,0.789389346,B + C^2,lasso,Cox,Cox lasso
15,4,9,0.142867512,1.013425831,0.794948005,B + C^2,lasso,Cox,Cox lasso
15,4,10,0.139701025,1.0242808,0.797168237,B + C^2,lasso,Cox,Cox lasso
15,5,1,0.132201319,1.077940647,0.804109836,B + C^2,lasso,Cox,Cox lasso
15,5,2,0.137764298,1.049125277,0.799488197,B + C^2,lasso,Cox,Cox lasso
15,5,3,0.143759914,1.014616095,0.795152284,B + C^2,lasso,Cox,Cox lasso
15,5,4,0.13935708,1.019071723,0.794656958,B + C^2,lasso,Cox,Cox lasso
15,5,5,0.146022741,0.956910663,0.77777672,B + C^2,lasso,Cox,Cox lasso
15,5,6,0.138364933,0.983046122,0.788934322,B + C^2,lasso,Cox,Cox lasso
15,5,7,0.147716428,0.965670362,0.783451357,B + C^2,lasso,Cox,Cox lasso
15,5,8,0.132952241,1.012355026,0.804130473,B + C^2,lasso,Cox,Cox lasso
15,5,9,0.147002731,0.924500434,0.778438434,B + C^2,lasso,Cox,Cox lasso
15,5,10,0.142502889,0.999711922,0.787603733,B + C^2,lasso,Cox,Cox lasso
16,1,1,0.189197333,0.845171915,0.785391507,B + C^2,,Logistic,Logistic
16,1,2,0.183447624,0.879339398,0.794487269,B + C^2,,Logistic,Logistic
16,1,3,0.187178884,0.835583629,0.786878808,B + C^2,,Logistic,Logistic
16,1,4,0.185436796,0.882400074,0.797505285,B + C^2,,Logistic,Logistic
16,1,5,0.182585721,0.895378431,0.797979427,B + C^2,,Logistic,Logistic
16,1,6,0.187146215,0.854622086,0.785101983,B + C^2,,Logistic,Logistic
16,1,7,0.197035905,0.804308706,0.78057661,B + C^2,,Logistic,Logistic
16,1,8,0.187769682,0.836796022,0.781629452,B + C^2,,Logistic,Logistic
16,1,9,0.177003698,0.888008935,0.796642421,B + C^2,,Logistic,Logistic
16,1,10,0.192550164,0.776830543,0.773158992,B + C^2,,Logistic,Logistic
16,2,1,0.186801972,0.868704308,0.794408552,B + C^2,,Logistic,Logistic
16,2,2,0.185735381,0.798330267,0.774596024,B + C^2,,Logistic,Logistic
16,2,3,0.182497143,0.877050492,0.796625777,B + C^2,,Logistic,Logistic
16,2,4,0.193324806,0.817840842,0.776160761,B + C^2,,Logistic,Logistic
16,2,5,0.188895189,0.918355204,0.798117699,B + C^2,,Logistic,Logistic
16,2,6,0.175392015,0.864191116,0.791873133,B + C^2,,Logistic,Logistic
16,2,7,0.185571579,0.835654841,0.790633653,B + C^2,,Logistic,Logistic
16,2,8,0.195887795,0.836623364,0.785879304,B + C^2,,Logistic,Logistic
16,2,9,0.190704583,0.833554339,0.78211092,B + C^2,,Logistic,Logistic
16,2,10,0.189229744,0.814874327,0.779969447,B + C^2,,Logistic,Logistic
16,3,1,0.188145868,0.844705655,0.790499522,B + C^2,,Logistic,Logistic
16,3,2,0.186518252,0.796392456,0.77346961,B + C^2,,Logistic,Logistic
16,3,3,0.184617236,0.894858152,0.795168356,B + C^2,,Logistic,Logistic
16,3,4,0.185987857,0.819702169,0.781490493,B + C^2,,Logistic,Logistic
16,3,5,0.188899689,0.841538188,0.785726462,B + C^2,,Logistic,Logistic
16,3,6,0.190103663,0.819407029,0.781230285,B + C^2,,Logistic,Logistic
16,3,7,0.18662523,0.890732845,0.805081991,B + C^2,,Logistic,Logistic
16,3,8,0.186458512,0.892919023,0.795920849,B + C^2,,Logistic,Logistic
16,3,9,0.186154349,0.872342219,0.793360365,B + C^2,,Logistic,Logistic
16,3,10,0.190164744,0.802993651,0.77345424,B + C^2,,Logistic,Logistic
16,4,1,0.188068026,0.820157046,0.779618536,B + C^2,,Logistic,Logistic
16,4,2,0.192259856,0.849077948,0.784608416,B + C^2,,Logistic,Logistic
16,4,3,0.176166489,0.874070728,0.797131061,B + C^2,,Logistic,Logistic
16,4,4,0.187314723,0.83356403,0.781969481,B + C^2,,Logistic,Logistic
16,4,5,0.177388525,0.846153807,0.789385306,B + C^2,,Logistic,Logistic
16,4,6,0.189898868,0.831518399,0.784597763,B + C^2,,Logistic,Logistic
16,4,7,0.186388689,0.839922463,0.78665356,B + C^2,,Logistic,Logistic
16,4,8,0.194363915,0.863615696,0.786471286,B + C^2,,Logistic,Logistic
16,4,9,0.188940285,0.855489117,0.78989132,B + C^2,,Logistic,Logistic
16,4,10,0.191277661,0.851828656,0.790902092,B + C^2,,Logistic,Logistic
16,5,1,0.18387339,0.906385012,0.79966265,B + C^2,,Logistic,Logistic
16,5,2,0.183064478,0.878996798,0.794523923,B + C^2,,Logistic,Logistic
16,5,3,0.181198704,0.823098801,0.7852541,B + C^2,,Logistic,Logistic
16,5,4,0.191258056,0.878964181,0.79226349,B + C^2,,Logistic,Logistic
16,5,5,0.193005876,0.820435612,0.776847402,B + C^2,,Logistic,Logistic
16,5,6,0.182116048,0.823131818,0.783194342,B + C^2,,Logistic,Logistic
16,5,7,0.193431521,0.82433394,0.782704964,B + C^2,,Logistic,Logistic
16,5,8,0.183958244,0.881208061,0.800988303,B + C^2,,Logistic,Logistic
16,5,9,0.19459887,0.773627583,0.772995129,B + C^2,,Logistic,Logistic
16,5,10,0.187533155,0.859497111,0.784319334,B + C^2,,Logistic,Logistic
17,1,1,0.140230712,0.998255834,0.791870724,B + C^2,ridge,Logistic,Logistic ridge
17,1,2,0.139393279,0.993772707,0.796429663,B + C^2,ridge,Logistic,Logistic ridge
17,1,3,0.138864819,0.996980178,0.795122466,B + C^2,ridge,Logistic,Logistic ridge
17,1,4,0.133519723,1.042349403,0.801342143,B + C^2,ridge,Logistic,Logistic ridge
17,1,5,0.131145381,1.043571359,0.799634214,B + C^2,ridge,Logistic,Logistic ridge
17,1,6,0.143843958,1.003097692,0.790619912,B + C^2,ridge,Logistic,Logistic ridge
17,1,7,0.147461701,0.951661174,0.786997632,B + C^2,ridge,Logistic,Logistic ridge
17,1,8,0.143385709,0.95738211,0.783406366,B + C^2,ridge,Logistic,Logistic ridge
17,1,9,0.135461235,1.048441957,0.802567492,B + C^2,ridge,Logistic,Logistic ridge
17,1,10,0.14831386,0.920924924,0.77978684,B + C^2,ridge,Logistic,Logistic ridge
17,2,1,0.143592131,1.018955932,0.798563598,B + C^2,ridge,Logistic,Logistic ridge
17,2,2,0.1384196,0.957178576,0.783732111,B + C^2,ridge,Logistic,Logistic ridge
17,2,3,0.13875875,1.032304318,0.801940076,B + C^2,ridge,Logistic,Logistic ridge
17,2,4,0.142903977,0.948853125,0.780536807,B + C^2,ridge,Logistic,Logistic ridge
17,2,5,0.142440463,1.067030624,0.800520931,B + C^2,ridge,Logistic,Logistic ridge
17,2,6,0.133847919,1.00019415,0.79507078,B + C^2,ridge,Logistic,Logistic ridge
17,2,7,0.139778734,0.973273892,0.794196837,B + C^2,ridge,Logistic,Logistic ridge
17,2,8,0.141283753,0.989935043,0.790274687,B + C^2,ridge,Logistic,Logistic ridge
17,2,9,0.141340275,0.978239631,0.789263047,B + C^2,ridge,Logistic,Logistic ridge
17,2,10,0.142761261,0.976648473,0.78945962,B + C^2,ridge,Logistic,Logistic ridge
17,3,1,0.138249267,1.011092047,0.800021483,B + C^2,ridge,Logistic,Logistic ridge
17,3,2,0.142054021,0.929305284,0.777299719,B + C^2,ridge,Logistic,Logistic ridge
17,3,3,0.140446401,1.046493846,0.797172893,B + C^2,ridge,Logistic,Logistic ridge
17,3,4,0.141138787,0.965231544,0.788391628,B + C^2,ridge,Logistic,Logistic ridge
17,3,5,0.14669097,0.986348413,0.789741614,B + C^2,ridge,Logistic,Logistic ridge
17,3,6,0.144871739,0.93934374,0.782343332,B + C^2,ridge,Logistic,Logistic ridge
17,3,7,0.129599735,1.040242607,0.810348892,B + C^2,ridge,Logistic,Logistic ridge
17,3,8,0.133217883,1.072118207,0.803813857,B + C^2,ridge,Logistic,Logistic ridge
17,3,9,0.145100181,1.015342002,0.79827674,B + C^2,ridge,Logistic,Logistic ridge
17,3,10,0.146328463,0.950715849,0.780170171,B + C^2,ridge,Logistic,Logistic ridge
17,4,1,0.145176172,0.954664763,0.78410208,B + C^2,ridge,Logistic,Logistic ridge
17,4,2,0.13909796,0.991565527,0.787620183,B + C^2,ridge,Logistic,Logistic ridge
17,4,3,0.135017687,1.016220383,0.802056209,B + C^2,ridge,Logistic,Logistic ridge
17,4,4,0.13259377,0.967627342,0.786979639,B + C^2,ridge,Logistic,Logistic ridge
17,4,5,0.138998418,0.986508886,0.794650016,B + C^2,ridge,Logistic,Logistic ridge
17,4,6,0.140064107,0.988593488,0.791461636,B + C^2,ridge,Logistic,Logistic ridge
17,4,7,0.144251661,0.995745994,0.792808466,B + C^2,ridge,Logistic,Logistic ridge
17,4,8,0.146608114,1.010911186,0.789841578,B + C^2,ridge,Logistic,Logistic ridge
17,4,9,0.142735753,1.009861706,0.795496763,B + C^2,ridge,Logistic,Logistic ridge
17,4,10,0.139854094,1.016237776,0.797970742,B + C^2,ridge,Logistic,Logistic ridge
17,5,1,0.132540736,1.063207215,0.804175764,B + C^2,ridge,Logistic,Logistic ridge
17,5,2,0.13809811,1.038641942,0.800066685,B + C^2,ridge,Logistic,Logistic ridge
17,5,3,0.143702508,1.001326573,0.795977058,B + C^2,ridge,Logistic,Logistic ridge
17,5,4,0.139264848,1.015625059,0.795650601,B + C^2,ridge,Logistic,Logistic ridge
17,5,5,0.146507283,0.939615585,0.777677882,B + C^2,ridge,Logistic,Logistic ridge
17,5,6,0.138147261,0.970260018,0.790292523,B + C^2,ridge,Logistic,Logistic ridge
17,5,7,0.147880814,0.96300221,0.784290916,B + C^2,ridge,Logistic,Logistic ridge
17,5,8,0.133271958,1.019095193,0.804121592,B + C^2,ridge,Logistic,Logistic ridge
17,5,9,0.146931673,0.915578673,0.778919511,B + C^2,ridge,Logistic,Logistic ridge
17,5,10,0.142250579,0.993252455,0.788646008,B + C^2,ridge,Logistic,Logistic ridge
18,1,1,0.140230712,0.998255834,0.791870724,B + C^2,lasso,Logistic,Logistic lasso
18,1,2,0.139393279,0.993772707,0.796429663,B + C^2,lasso,Logistic,Logistic lasso
18,1,3,0.138864819,0.996980178,0.795122466,B + C^2,lasso,Logistic,Logistic lasso
18,1,4,0.133519723,1.042349403,0.801342143,B + C^2,lasso,Logistic,Logistic lasso
18,1,5,0.131145381,1.043571359,0.799634214,B + C^2,lasso,Logistic,Logistic lasso
18,1,6,0.143843958,1.003097692,0.790619912,B + C^2,lasso,Logistic,Logistic lasso
18,1,7,0.147461701,0.951661174,0.786997632,B + C^2,lasso,Logistic,Logistic lasso
18,1,8,0.143385709,0.95738211,0.783406366,B + C^2,lasso,Logistic,Logistic lasso
18,1,9,0.135461235,1.048441957,0.802567492,B + C^2,lasso,Logistic,Logistic lasso
18,1,10,0.14831386,0.920924924,0.77978684,B + C^2,lasso,Logistic,Logistic lasso
18,2,1,0.143592131,1.018955932,0.798563598,B + C^2,lasso,Logistic,Logistic lasso
18,2,2,0.1384196,0.957178576,0.783732111,B + C^2,lasso,Logistic,Logistic lasso
18,2,3,0.13875875,1.032304318,0.801940076,B + C^2,lasso,Logistic,Logistic lasso
18,2,4,0.142903977,0.948853125,0.780536807,B + C^2,lasso,Logistic,Logistic lasso
18,2,5,0.142440463,1.067030624,0.800520931,B + C^2,lasso,Logistic,Logistic lasso
18,2,6,0.133847919,1.00019415,0.79507078,B + C^2,lasso,Logistic,Logistic lasso
18,2,7,0.139778734,0.973273892,0.794196837,B + C^2,lasso,Logistic,Logistic lasso
18,2,8,0.141283753,0.989935043,0.790274687,B + C^2,lasso,Logistic,Logistic lasso
18,2,9,0.141340275,0.978239631,0.789263047,B + C^2,lasso,Logistic,Logistic lasso
18,2,10,0.142761261,0.976648473,0.78945962,B + C^2,lasso,Logistic,Logistic lasso
18,3,1,0.138249267,1.011092047,0.800021483,B + C^2,lasso,Logistic,Logistic lasso
18,3,2,0.142054021,0.929305284,0.777299719,B + C^2,lasso,Logistic,Logistic lasso
18,3,3,0.140446401,1.046493846,0.797172893,B + C^2,lasso,Logistic,Logistic lasso
18,3,4,0.141138787,0.965231544,0.788391628,B + C^2,lasso,Logistic,Logistic lasso
18,3,5,0.14669097,0.986348413,0.789741614,B + C^2,lasso,Logistic,Logistic lasso
18,3,6,0.144871739,0.93934374,0.782343332,B + C^2,lasso,Logistic,Logistic lasso
18,3,7,0.129599735,1.040242607,0.810348892,B + C^2,lasso,Logistic,Logistic lasso
18,3,8,0.133217883,1.072118207,0.803813857,B + C^2,lasso,Logistic,Logistic lasso
18,3,9,0.145100181,1.015342002,0.79827674,B + C^2,lasso,Logistic,Logistic lasso
18,3,10,0.146328463,0.950715849,0.780170171,B + C^2,lasso,Logistic,Logistic lasso
18,4,1,0.145176172,0.954664763,0.78410208,B + C^2,lasso,Logistic,Logistic lasso
18,4,2,0.13909796,0.991565527,0.787620183,B + C^2,lasso,Logistic,Logistic lasso
18,4,3,0.135017687,1.016220383,0.802056209,B + C^2,lasso,Logistic,Logistic lasso
18,4,4,0.13259377,0.967627342,0.786979639,B + C^2,lasso,Logistic,Logistic lasso
18,4,5,0.138998418,0.986508886,0.794650016,B + C^2,lasso,Logistic,Logistic lasso
18,4,6,0.140064107,0.988593488,0.791461636,B + C^2,lasso,Logistic,Logistic lasso
18,4,7,0.144251661,0.995745994,0.792808466,B + C^2,lasso,Logistic,Logistic lasso
18,4,8,0.146608114,1.010911186,0.789841578,B + C^2,lasso,Logistic,Logistic lasso
18,4,9,0.142735753,1.009861706,0.795496763,B + C^2,lasso,Logistic,Logistic lasso
18,4,10,0.139854094,1.016237776,0.797970742,B + C^2,lasso,Logistic,Logistic lasso
18,5,1,0.132540736,1.063207215,0.804175764,B + C^2,lasso,Logistic,Logistic lasso
18,5,2,0.13809811,1.038641942,0.800066685,B + C^2,lasso,Logistic,Logistic lasso
18,5,3,0.143702508,1.001326573,0.795977058,B + C^2,lasso,Logistic,Logistic lasso
18,5,4,0.139264848,1.015625059,0.795650601,B + C^2,lasso,Logistic,Logistic lasso
18,5,5,0.146507283,0.939615585,0.777677882,B + C^2,lasso,Logistic,Logistic lasso
18,5,6,0.138147261,0.970260018,0.790292523,B + C^2,lasso,Logistic,Logistic lasso
18,5,7,0.147880814,0.96300221,0.784290916,B + C^2,lasso,Logistic,Logistic lasso
18,5,8,0.133271958,1.019095193,0.804121592,B + C^2,lasso,Logistic,Logistic lasso
18,5,9,0.146931673,0.915578673,0.778919511,B + C^2,lasso,Logistic,Logistic lasso
18,5,10,0.142250579,0.993252455,0.788646008,B + C^2,lasso,Logistic,Logistic lasso
19,1,1,0.138932787,0.912277628,0.794263123,All,,Random forest,Random forest
19,1,2,0.138738856,0.916117172,0.793419318,All,,Random forest,Random forest
19,1,3,0.140339979,0.891300813,0.784091579,All,,Random forest,Random forest
19,1,4,0.136553257,0.856722093,0.791156223,All,,Random forest,Random forest
19,1,5,0.132313643,0.899320511,0.795472958,All,,Random forest,Random forest
19,1,6,0.145797868,0.873873773,0.781934798,All,,Random forest,Random forest
19,1,7,0.149123873,0.837083549,0.784571161,All,,Random forest,Random forest
19,1,8,0.145114142,0.836877175,0.774945865,All,,Random forest,Random forest
19,1,9,0.137269226,0.9115085,0.794776514,All,,Random forest,Random forest
19,1,10,0.150317571,0.808839022,0.776176866,All,,Random forest,Random forest
19,2,1,0.145368651,0.897289785,0.7909318,All,,Random forest,Random forest
19,2,2,0.141454636,0.826381397,0.774585932,All,,Random forest,Random forest
19,2,3,0.141701568,0.876601725,0.790721947,All,,Random forest,Random forest
19,2,4,0.144114312,0.82210814,0.776809831,All,,Random forest,Random forest
19,2,5,0.144744141,0.931182046,0.792732928,All,,Random forest,Random forest
19,2,6,0.133973933,0.936227813,0.79513553,All,,Random forest,Random forest
19,2,7,0.140582582,0.86836058,0.789888763,All,,Random forest,Random forest
19,2,8,0.140912541,0.860898277,0.786041674,All,,Random forest,Random forest
19,2,9,0.143477608,0.827664546,0.779417619,All,,Random forest,Random forest
19,2,10,0.143351634,0.873148305,0.784240869,All,,Random forest,Random forest
19,3,1,0.137714487,0.920102872,0.794828767,All,,Random forest,Random forest
19,3,2,0.143180225,0.828904278,0.775411975,All,,Random forest,Random forest
19,3,3,0.142928689,0.919198863,0.791766734,All,,Random forest,Random forest
19,3,4,0.142336132,0.868466266,0.785494998,All,,Random forest,Random forest
19,3,5,0.151534543,0.806520007,0.768958702,All,,Random forest,Random forest
19,3,6,0.147544563,0.784607928,0.769546496,All,,Random forest,Random forest
19,3,7,0.129837574,0.92554558,0.804613309,All,,Random forest,Random forest
19,3,8,0.134890809,0.91374152,0.798812341,All,,Random forest,Random forest
19,3,9,0.147107102,0.911551174,0.792719,All,,Random forest,Random forest
19,3,10,0.147570622,0.825729816,0.77557518,All,,Random forest,Random forest
19,4,1,0.145491137,0.852540743,0.781123502,All,,Random forest,Random forest
19,4,2,0.140214802,0.863715887,0.783862807,All,,Random forest,Random forest
19,4,3,0.136716107,0.913230771,0.794572216,All,,Random forest,Random forest
19,4,4,0.134876396,0.809240452,0.76979653,All,,Random forest,Random forest
19,4,5,0.141530227,0.86936753,0.782826171,All,,Random forest,Random forest
19,4,6,0.141241095,0.889842766,0.78773028,All,,Random forest,Random forest
19,4,7,0.147241656,0.840904276,0.783287286,All,,Random forest,Random forest
19,4,8,0.149172494,0.83845228,0.78353015,All,,Random forest,Random forest
19,4,9,0.144113828,0.891587653,0.792193058,All,,Random forest,Random forest
19,4,10,0.139878575,0.916756302,0.793053571,All,,Random forest,Random forest
19,5,1,0.134535802,0.906376937,0.798236425,All,,Random forest,Random forest
19,5,2,0.138491362,0.934620105,0.797309186,All,,Random forest,Random forest
19,5,3,0.145426062,0.909822011,0.79046913,All,,Random forest,Random forest
19,5,4,0.139891482,0.886101456,0.791957318,All,,Random forest,Random forest
19,5,5,0.147712926,0.840475652,0.772320182,All,,Random forest,Random forest
19,5,6,0.13951475,0.86333456,0.785335956,All,,Random forest,Random forest
19,5,7,0.149244869,0.820333979,0.775160163,All,,Random forest,Random forest
19,5,8,0.13386815,0.937923869,0.799373261,All,,Random forest,Random forest
19,5,9,0.150155395,0.773474212,0.76954246,All,,Random forest,Random forest
19,5,10,0.143723482,0.857665952,0.780199972,All,,Random forest,Random forest
20,1,1,0.140223494,0.996863426,0.791940802,B + C,,Logistic,21 variable model
20,1,2,0.139482192,0.991129459,0.796397149,B + C,,Logistic,21 variable model
20,1,3,0.138919801,0.995769847,0.794951474,B + C,,Logistic,21 variable model
20,1,4,0.133547497,1.041089144,0.801288251,B + C,,Logistic,21 variable model
20,1,5,0.131180224,1.042135776,0.799558651,B + C,,Logistic,21 variable model
20,1,6,0.143608266,1.006645719,0.791247181,B + C,,Logistic,21 variable model
20,1,7,0.147476476,0.951465334,0.786833718,B + C,,Logistic,21 variable model
20,1,8,0.143255831,0.960215571,0.784132881,B + C,,Logistic,21 variable model
20,1,9,0.135406765,1.047828522,0.80249269,B + C,,Logistic,21 variable model
20,1,10,0.148373984,0.919703579,0.779563498,B + C,,Logistic,21 variable model
20,2,1,0.143674687,1.015846474,0.798138438,B + C,,Logistic,21 variable model
20,2,2,0.138204034,0.959774348,0.784241715,B + C,,Logistic,21 variable model
20,2,3,0.138661172,1.033894098,0.802304136,B + C,,Logistic,21 variable model
20,2,4,0.142737737,0.950885374,0.7809818,B + C,,Logistic,21 variable model
20,2,5,0.142361545,1.066872769,0.800772106,B + C,,Logistic,21 variable model
20,2,6,0.133800017,1.000389138,0.795147199,B + C,,Logistic,21 variable model
20,2,7,0.139822035,0.973090363,0.79397048,B + C,,Logistic,21 variable model
20,2,8,0.141384017,0.98805428,0.790376295,B + C,,Logistic,21 variable model
20,2,9,0.141506199,0.976378442,0.788963463,B + C,,Logistic,21 variable model
20,2,10,0.142732821,0.97611575,0.789491977,B + C,,Logistic,21 variable model
20,3,1,0.138232563,1.01026234,0.799940748,B + C,,Logistic,21 variable model
20,3,2,0.141982327,0.930230384,0.777638603,B + C,,Logistic,21 variable model
20,3,3,0.140269218,1.047752748,0.797466469,B + C,,Logistic,21 variable model
20,3,4,0.141216614,0.964026446,0.787996212,B + C,,Logistic,21 variable model
20,3,5,0.146454606,0.990239917,0.79031923,B + C,,Logistic,21 variable model
20,3,6,0.144872376,0.938938059,0.782395402,B + C,,Logistic,21 variable model
20,3,7,0.129734403,1.035282136,0.810104735,B + C,,Logistic,21 variable model
20,3,8,0.133432479,1.068938275,0.803221056,B + C,,Logistic,21 variable model
20,3,9,0.144966921,1.017008405,0.798590365,B + C,,Logistic,21 variable model
20,3,10,0.146236743,0.952967462,0.780667274,B + C,,Logistic,21 variable model
20,4,1,0.145189938,0.952933782,0.784187152,B + C,,Logistic,21 variable model
20,4,2,0.138947662,0.99380684,0.788181879,B + C,,Logistic,21 variable model
20,4,3,0.135103536,1.01521114,0.801744449,B + C,,Logistic,21 variable model
20,4,4,0.132412086,0.970391628,0.787312226,B + C,,Logistic,21 variable model
20,4,5,0.138813843,0.98975274,0.795283085,B + C,,Logistic,21 variable model
20,4,6,0.140219785,0.985128489,0.791120288,B + C,,Logistic,21 variable model
20,4,7,0.144261399,0.994949921,0.792931414,B + C,,Logistic,21 variable model
20,4,8,0.146323921,1.015907995,0.790646203,B + C,,Logistic,21 variable model
20,4,9,0.142927874,1.007757875,0.795115871,B + C,,Logistic,21 variable model
20,4,10,0.139995528,1.010847796,0.797406668,B + C,,Logistic,21 variable model
20,5,1,0.13260113,1.061528607,0.803840319,B + C,,Logistic,21 variable model
20,5,2,0.138106435,1.038934905,0.800243661,B + C,,Logistic,21 variable model
20,5,3,0.14381733,0.996614363,0.795650367,B + C,,Logistic,21 variable model
20,5,4,0.139356642,1.013325699,0.795433964,B + C,,Logistic,21 variable model
20,5,5,0.146513237,0.938702515,0.777710547,B + C,,Logistic,21 variable model
20,5,6,0.138109285,0.972838447,0.790386482,B + C,,Logistic,21 variable model
20,5,7,0.147558694,0.967666628,0.785231546,B + C,,Logistic,21 variable model
20,5,8,0.133233878,1.017519141,0.804182587,B + C,,Logistic,21 variable model
20,5,9,0.146841248,0.917333601,0.779300919,B + C,,Logistic,21 variable model
20,5,10,0.142133445,0.994372467,0.788945269,B + C,,Logistic,21 variable model
21,1,1,0.139039331,0.992702622,0.795499823,B + C,,Logistic,36 variable model
21,1,2,0.13833668,0.987147603,0.800163773,B + C,,Logistic,37 variable model
21,1,3,0.137341543,1.005383996,0.800699618,B + C,,Logistic,38 variable model
21,1,4,0.132791134,1.027682644,0.804867628,B + C,,Logistic,39 variable model
21,1,5,0.128943839,1.059531675,0.806057888,B + C,,Logistic,40 variable model
21,1,6,0.141569103,1.015015599,0.796138625,B + C,,Logistic,41 variable model
21,1,7,0.146886232,0.941764724,0.788179277,B + C,,Logistic,42 variable model
21,1,8,0.142167892,0.957351042,0.786975647,B + C,,Logistic,43 variable model
