reps,fold,brier,slope,auc,runtime,model,Model_number
2,9,0.141340275,0.978239631,0.789263047,43.84122944,18,18
2,10,0.142761261,0.976648473,0.78945962,45.74867058,18,18
3,1,0.138249267,1.011092047,0.800021483,42.4087441,18,18
3,2,0.142054021,0.929305284,0.777299719,45.39910817,18,18
3,3,0.140446401,1.046493846,0.797172893,45.24647069,18,18
3,4,0.141138787,0.965231544,0.788391628,45.84799194,18,18
3,5,0.14669097,0.986348413,0.789741614,45.77118587,18,18
3,6,0.144871739,0.93934374,0.782343332,45.39046407,18,18
3,7,0.129599735,1.040242607,0.810348892,45.79514217,18,18
3,8,0.133217883,1.072118207,0.803813857,48.52591586,18,18
3,9,0.145100181,1.015342002,0.79827674,48.58704948,18,18
3,10,0.146328463,0.950715849,0.780170171,48.59917116,18,18
4,1,0.145176172,0.954664763,0.78410208,49.36036301,18,18
4,2,0.13909796,0.991565527,0.787620183,46.49085951,18,18
4,3,0.135017687,1.016220383,0.802056209,37.22501969,18,18
4,4,0.13259377,0.967627342,0.786979639,41.5829432,18,18
4,5,0.138998418,0.986508886,0.794650016,39.75716877,18,18
4,6,0.140064107,0.988593488,0.791461636,42.82181501,18,18
4,7,0.144251661,0.995745994,0.792808466,49.90512252,18,18
4,8,0.146608114,1.010911186,0.789841578,47.19033122,18,18
4,9,0.142735753,1.009861706,0.795496763,46.06987214,18,18
4,10,0.139854094,1.016237776,0.797970742,43.68711376,18,18
5,1,0.132540736,1.063207215,0.804175764,41.3682735,18,18
5,2,0.13809811,1.038641942,0.800066685,48.2971735,18,18
5,3,0.143702508,1.001326573,0.795977058,44.72040343,18,18
5,4,0.139264848,1.015625059,0.795650601,41.95469141,18,18
5,5,0.146507283,0.939615585,0.777677882,37.13772869,18,18
5,6,0.138147261,0.970260018,0.790292523,47.49210787,18,18
5,7,0.147880814,0.96300221,0.784290916,47.48916268,18,18
5,8,0.133271958,1.019095193,0.804121592,48.33905339,18,18
5,9,0.146931673,0.915578673,0.778919511,47.63003111,18,18
5,10,0.142250579,0.993252455,0.788646008,49.32382941,18,18
1,1,0.138932787,0.912277628,0.794263123,2.143199956,19,19
1,2,0.138738856,0.916117172,0.793419318,2.075324627,19,19
1,3,0.140339979,0.891300813,0.784091579,2.055827618,19,19
1,4,0.136553257,0.856722093,0.791156223,2.024898084,19,19
1,5,0.132313643,0.899320511,0.795472958,2.035453471,19,19
1,6,0.145797868,0.873873773,0.781934798,1.982317225,19,19
1,7,0.149123873,0.837083549,0.784571161,1.894527809,19,19
1,8,0.145114142,0.836877175,0.774945865,1.916585624,19,19
1,9,0.137269226,0.9115085,0.794776514,1.993959455,19,19
1,10,0.150317571,0.808839022,0.776176866,1.918115803,19,19
2,1,0.145368651,0.897289785,0.7909318,2.003104111,19,19
2,2,0.141454636,0.826381397,0.774585932,1.998613354,19,19
2,3,0.141701568,0.876601725,0.790721947,1.931148942,19,19
2,4,0.144114312,0.82210814,0.776809831,1.959261831,19,19
2,5,0.144744141,0.931182046,0.792732928,2.04189717,19,19
2,6,0.133973933,0.936227813,0.79513553,1.889327463,19,19
2,7,0.140582582,0.86836058,0.789888763,2.04817735,19,19
2,8,0.140912541,0.860898277,0.786041674,2.078916101,19,19
2,9,0.143477608,0.827664546,0.779417619,1.990405889,19,19
2,10,0.143351634,0.873148305,0.784240869,1.98068411,19,19
3,1,0.137714487,0.920102872,0.794828767,1.989069299,19,19
3,2,0.143180225,0.828904278,0.775411975,1.872864985,19,19
3,3,0.142928689,0.919198863,0.791766734,1.933521756,19,19
3,4,0.142336132,0.868466266,0.785494998,1.968808178,19,19
3,5,0.151534543,0.806520007,0.768958702,2.004822071,19,19
3,6,0.147544563,0.784607928,0.769546496,2.058957458,19,19
3,7,0.129837574,0.92554558,0.804613309,1.977726309,19,19
3,8,0.134890809,0.91374152,0.798812341,2.001584919,19,19
3,9,0.147107102,0.911551174,0.792719,2.022034049,19,19
3,10,0.147570622,0.825729816,0.77557518,1.933143107,19,19
4,1,0.145491137,0.852540743,0.781123502,1.973601913,19,19
4,2,0.140214802,0.863715887,0.783862807,1.92689565,19,19
4,3,0.136716107,0.913230771,0.794572216,1.940212452,19,19
4,4,0.134876396,0.809240452,0.76979653,2.044469635,19,19
4,5,0.141530227,0.86936753,0.782826171,1.939112401,19,19
4,6,0.141241095,0.889842766,0.78773028,1.940748247,19,19
4,7,0.147241656,0.840904276,0.783287286,1.966141566,19,19
4,8,0.149172494,0.83845228,0.78353015,1.982945136,19,19
4,9,0.144113828,0.891587653,0.792193058,1.944608212,19,19
4,10,0.139878575,0.916756302,0.793053571,1.883126597,19,19
5,1,0.134535802,0.906376937,0.798236425,1.916582541,19,19
5,2,0.138491362,0.934620105,0.797309186,1.849437352,19,19
5,3,0.145426062,0.909822011,0.79046913,2.020227889,19,19
5,4,0.139891482,0.886101456,0.791957318,1.928743521,19,19
5,5,0.147712926,0.840475652,0.772320182,1.940904597,19,19
5,6,0.13951475,0.86333456,0.785335956,1.917606282,19,19
5,7,0.149244869,0.820333979,0.775160163,2.072594364,19,19
5,8,0.13386815,0.937923869,0.799373261,2.25519348,19,19
5,9,0.150155395,0.773474212,0.76954246,1.941924302,19,19
5,10,0.143723482,0.857665952,0.780199972,1.982580121,19,19
